,0,1,2,3,4,5,6,7,8,9
0,1,2,-572.056090001242,500,False,"{'Intercept': 0.9999882413072685, 'col0': 0.999957227407158, 'col1': 1.000172913350134}",0.478,0.884710621408684,0,0.000410888546482
1,1,2,-1106.0501140929,1000,False,"{'Intercept': 1.0000538535106709, 'col0': 1.000071842866087, 'col1': 0.9999760587826021}",0.484,0.8847343166874,0,0.000410972978527
2,1,2,-9274.77219833236,10000,False,"{'Intercept': 1.000058220018259, 'col0': 0.9999618229559942, 'col1': 0.9999501647905474}",0.4829,0.889248267282744,0.011470082202256,0.242095021890709
3,1,2,-16175.7950108331,20000,False,"{'Intercept': 1.0002707669410733, 'col0': 1.0001799863655283, 'col1': 0.9999536772654131}",0.5628,0.905550619039156,0.272182453803895,0.550974428297848
4,1,4,-660.046737840025,500,False,"{'Intercept': 0.9999501477618713, 'col0': 0.9999646051360513, 'col1': 0.9999555552343454, 'col2': 1.0000002071987213, 'col3': 1.0001084084103822}",0.544,0.877590190154612,0.24,0.373894073445643
5,1,4,-1199.53167152042,1000,False,"{'Intercept': 1.0000377765340467, 'col0': 0.9999786108433004, 'col1': 0.9999952573828981, 'col2': 1.0003491312852961, 'col3': 1.0000564921981954}",0.571,0.886570700787868,0.300163132137031,0.444341265235055
6,1,4,-7344.49617765225,10000,False,"{'Intercept': 0.9999743025172292, 'col0': 1.0000276091941467, 'col1': 1.0000398050926589, 'col2': 1.000019855230622, 'col3': 0.9999526089577345}",0.7648,0.912528878620935,0.715254237288135,0.696185342166989
7,1,4,-10788.882590642,20000,False,"{'Intercept': 0.9999569752466038, 'col0': 0.9999960522584688, 'col1': 1.0000959967052592, 'col2': 1.0001550241782569, 'col3': 0.999986976297189}",0.8628,0.896036964634796,0.851289833080425,0.662512980269989
8,1,6,-702.666151608553,500,False,"{'Intercept': 1.0000522841779977, 'col0': 0.9999561489149551, 'col1': 0.9999682908304505, 'col2': 0.9999676874944996, 'col3': 1.0000219896900564, 'col4': 0.9999719136371034, 'col5': 0.9999500517770621}",0.532,0.877910076417274,0.204081632653061,0.34625388568166
9,1,6,-1226.37930887685,1000,False,"{'Intercept': 0.9999527575743749, 'col0': 0.999956961508579, 'col1': 0.9999555238637535, 'col2': 0.9999653071714021, 'col3': 0.9999517610090716, 'col4': 0.9999507978746157, 'col5': 0.9999512037382352}",0.567,0.889248267282744,0.284297520661157,0.448690728945506
10,1,6,-6695.50886561701,10000,False,"{'Intercept': 0.999969438541036, 'col0': 0.9999610605854399, 'col1': 0.999971948104212, 'col2': 0.9999545553421486, 'col3': 0.9999506531411394, 'col4': 0.9999674864084541, 'col5': 1.0000266110197003}",0.8027,0.914922101771222,0.771405399142625,0.704910622560099
11,1,6,-9756.47136449848,20000,False,"{'Intercept': 1.0000232109304095, 'col0': 1.0000165066522317, 'col1': 1.0000334332594265, 'col2': 0.9999731680088054, 'col3': 1.000034091546939, 'col4': 0.9999573787087853, 'col5': 0.9999534663484891}",0.8874,0.899354303654997,0.880884375330583,0.671131586078742
12,1,8,-705.311069258068,500,False,"{'Intercept': 0.9999553056048149, 'col0': 0.9999502874073299, 'col1': 1.0000601176898882, 'col2': 1.0000164536714031, 'col3': 0.9999938539568095, 'col4': 1.000004739326341, 'col5': 0.9999501512117012, 'col6': 0.9999997875309561, 'col7': 1.0000028825059932}",0.532,0.877057046383508,0.204081632653061,0.344513928368391
13,1,8,-1233.00067309233,1000,False,"{'Intercept': 0.9999672455462391, 'col0': 0.9999639140520026, 'col1': 0.9999522153697452, 'col2': 0.9999506006406625, 'col3': 1.0000135292302117, 'col4': 0.9999844555614499, 'col5': 0.9999539195694888, 'col6': 0.9999544876154864, 'col7': 0.9999590083644065}",0.57,0.888857295183935,0.297385620915033,0.446450699238803
14,1,8,-6701.99624902032,10000,False,"{'Intercept': 0.9999523805169532, 'col0': 0.9999508614944769, 'col1': 0.9999865795768306, 'col2': 0.9999541649349338, 'col3': 0.9999750470421368, 'col4': 0.9999510576812229, 'col5': 0.9999528582064728, 'col6': 0.9999961936988623, 'col7': 0.9999998092248443}",0.8026,0.915384159706179,0.771050800278358,0.706138907175773
15,1,8,-9769.33865094358,20000,False,"{'Intercept': 0.9999576052091063, 'col0': 0.9999795259467993, 'col1': 1.000008863783607, 'col2': 1.000118358200274, 'col3': 0.9999878826146148, 'col4': 0.9999769805260711, 'col5': 0.9999915900750135, 'col6': 0.9999591568468111, 'col7': 1.0001408866144352}",0.88805,0.899164741425271,0.881740875719643,0.670792557923645
16,1,10,-685.998143985447,500,False,"{'Intercept': 0.999999162676552, 'col0': 0.9999689069576314, 'col1': 1.0000082430701003, 'col2': 0.9999532320913004, 'col3': 1.0000824334074616, 'col4': 0.9999506584338418, 'col5': 0.9999499993178548, 'col6': 1.0000011920535836, 'col7': 0.9999554795918002, 'col8': 1.0000108451803513, 'col9': 0.9999793471947073}",0.554,0.879853089271963,0.259136212624585,0.380172361102622
17,1,10,-1184.78677320233,1000,False,"{'Intercept': 0.999952755325043, 'col0': 0.9999513002894257, 'col1': 0.9999533761368744, 'col2': 0.9999501081941073, 'col3': 0.9999627234913693, 'col4': 1.0000001898445663, 'col5': 1.0000952365093962, 'col6': 0.9999508160328308, 'col7': 0.9999542718945087, 'col8': 0.99995237249793, 'col9': 0.9999517831653629}",0.583,0.892636692139091,0.334928229665072,0.5
