,0,1,2,3,4,5,6
0,1,2,1000,0.877,0.6806587287482969,0.8782998697207441,0.38340119870064515
1,1,2,2000,0.8779999999999999,0.6948285054202951,0.8803873918019092,0.39657030408096333
2,1,2,4000,0.87975,0.7142467863278242,0.8815153988249379,0.4116025469005391
3,1,4,1000,0.8918125,0.7673242106510277,0.8935678587709074,0.4671568494451529
4,1,4,2000,0.9001499999999999,0.7535098631597654,0.9020386619944439,0.45303257354680965
5,1,4,4000,0.9057499999999999,0.7763521118417155,0.9074866948449779,0.4780312456795244
6,1,6,1000,0.9116428571428572,0.7573129553936379,0.9134295844817681,0.45373086564616777
7,1,6,2000,0.916375,0.7381671701913394,0.9182251862082087,0.43504269134413825
8,1,6,4000,0.9196111111111113,0.7992180558023814,0.9213989780581632,0.5060767683833173
9,1,8,1000,0.9221499999999999,0.7519933653219596,0.9239682623640587,0.44640732023378205
10,1,8,2000,0.9248636363636362,0.7383093418636336,0.9267088694857788,0.4335829315827265
11,1,8,4000,0.9267083333333334,0.7989574077365085,0.928497972328452,0.5056372906045156
12,1,10,1000,0.9278846153846154,0.7559030863100528,0.9297043396133766,0.4501614581943369
13,1,10,2000,0.929642857142857,0.7304898998874474,0.9314846871768377,0.42706024581906105
14,1,10,4000,0.9308166666666667,0.7990758841300871,0.9326029125592011,0.5058422448206533
15,1,12,1000,0.931890625,0.7403945263906166,0.9336530853450442,0.433681381164065
16,1,12,2000,0.9330735294117647,0.7339612582192998,0.934861073010541,0.4313030264657465
17,1,12,4000,0.9341805555555555,0.7886144185770985,0.9359244110346111,0.49341283361726296
18,1,14,1000,0.9352236842105263,0.7497304662046087,0.9369334357969553,0.4403941930698315
19,1,14,2000,0.9363874999999999,0.734103429891594,0.9381034860438682,0.43129006917872437
20,1,14,4000,0.9372738095238095,0.7878798649369113,0.9389512491796417,0.49248823629457444
21,2,2,1000,0.9358068181818182,0.6920680054499141,0.9376128071090131,0.3979523291098191
22,2,2,2000,0.9344891304347824,0.6821396836680291,0.9364641147890652,0.3919222139117427
23,2,2,4000,0.9332395833333335,0.6986315976541674,0.9352724733717169,0.3939386719401491
24,2,4,1000,0.93423,0.7038208636929092,0.9362361072940538,0.41016445272868846
25,2,4,2000,0.9349326923076923,0.703832711332267,0.9369449556181904,0.410118457690311
26,2,4,4000,0.9355740740740739,0.7345891831052663,0.9375503642149485,0.4374466375370398
27,2,6,1000,0.9364821428571429,0.7107754279959718,0.9384314283419316,0.412551737414573
28,2,6,2000,0.9372413793103447,0.68340738107932,0.9391959366238494,0.3914924625404199
29,2,6,4000,0.9379583333333333,0.7624785261536638,0.93988291219067,0.4650157442493463
30,2,8,1000,0.9387016129032256,0.7049819323499793,0.9406022117074256,0.406200071539287
31,2,8,2000,0.9393671874999999,0.6796990699603104,0.941268907662477,0.38625167427183366
32,2,8,4000,0.9399318181818183,0.7562585154907885,0.9418063506608015,0.4585340176338992
33,2,10,1000,0.9405220588235295,0.7074699366151295,0.9423803329182157,0.40861296735407526
34,2,10,2000,0.9410928571428572,0.6794384218944375,0.9429453812034178,0.38421447916429596
35,2,10,4000,0.941659722222222,0.7532018245364611,0.9434840515920611,0.45521353662682745
36,2,12,1000,0.9421824324324325,0.7017593744446419,0.9439919173134799,0.40284663740955995
37,2,12,2000,0.9426118421052632,0.6840945441620757,0.9444230457647462,0.38827200146829405
38,2,12,4000,0.9431153846153846,0.7544221313903204,0.9449020287362654,0.45655707618897806
39,2,14,1000,0.9435374999999999,0.6784076772703039,0.9453126858234393,0.38409874750408424
40,2,14,2000,0.9440243902439023,0.6818316450447248,0.945798381910177,0.38778069075572785
41,2,14,4000,0.9444761904761905,0.7411527753095196,0.9462290220011426,0.44324957953213395
42,3,2,1000,0.9436046511627907,0.6940702565013921,0.9454283708565069,0.4014094302007511
43,3,2,2000,0.9427840909090909,0.679154078549849,0.9447002006214089,0.39049312417006143
44,3,2,4000,0.9419444444444445,0.6982998637521474,0.9438962764768568,0.4047869480868569
45,3,4,1000,0.9422282608695651,0.7334044191694805,0.9441712247365641,0.4358138601945642
46,3,4,2000,0.9425425531914894,0.7334873526449854,0.9444913953296494,0.4359469421529048
47,3,4,4000,0.9428645833333335,0.763805461761744,0.9447958755179048,0.46638115631691646
48,3,6,1000,0.9431530612244898,0.7266631123748593,0.945073811309067,0.4269925241536895
49,3,6,2000,0.94349,0.6729577631656892,0.9454113976564277,0.38146455140270685
