,0,1,2,3,4,5,6,7,8,9,10,11
0,1,2,-174.97238359396164,500,False,"{'Intercept': 0.9999979655460852, 'col0': 1.0000457108087026, 'col1': 0.999996972295161}",0.88,0.697328357324803,0.8832684824902723,0.3995863592563867,0,54.36932617297862
1,1,2,-376.43663761517473,1000,False,"{'Intercept': 1.0003343390958082, 'col0': 1.0000075220418287, 'col1': 1.0000423695765082}",0.873,0.699911142704816,0.8743818001978239,0.40229369705264645,0,77.0442309799837
2,1,2,-3372.2973144500975,10000,False,"{'Intercept': 0.9999943653082729, 'col0': 1.000027801108539, 'col1': 0.9999938996137657}",0.8888,0.709175996682661,0.8919549164399533,0.4115828079679747,0,3304.053766936995
3,1,2,-6846.745575785992,20000,False,"{'Intercept': 1.0000354454610345, 'col0': 1.0000475021848099, 'col1': 1.000079603192856}",0.88715,0.7191635566613352,0.8886476885884849,0.419588638589618,0,7569.977755488013
4,1,4,-91.69302067881559,500,False,"{'Intercept': 1.0000630430398316, 'col0': 1.0000930339289646, 'col1': 1.0000689937504494, 'col2': 1.0000647624410048, 'col3': 0.9999937904468441}",0.948,0.7873941117232391,0.9505703422053232,0.4924338848819121,0,232.19924268499017
5,1,4,-212.92401956722048,1000,False,"{'Intercept': 1.0000563658044108, 'col0': 1.0000854804378874, 'col1': 1.00014007358323, 'col2': 1.0001135536793022, 'col3': 1.000030934939944}",0.929,0.7964338605532848,0.9308666017526778,0.5036399352900393,0,335.4073764219647
6,1,4,-1939.5426893920978,10000,False,"{'Intercept': 1.0000222591611143, 'col0': 1.000236083126546, 'col1': 1.0001523477841403, 'col2': 1.000302984670489, 'col3': 1.0000933997555435}",0.9436,0.7388543332740951,0.9454756380510441,0.44152224587007194,0,9764.8131445389
7,1,4,-3950.9982918157566,20000,False,"{'Intercept': 0.9999950362602684, 'col0': 1.000462892687332, 'col1': 1.0001049025959912, 'col2': 1.0000716151162192, 'col3': 1.0002542097205585}",0.9444,0.750038504827913,0.9455435847208619,0.45239825581395354,0,17624.263087989064
8,1,6,-87.91192261870528,500,False,"{'Intercept': 1.00032981857591, 'col0': 1.000321629715648, 'col1': 1.0003633109530636, 'col2': 1.0004845686713786, 'col3': 0.999994642737236, 'col4': 1.0000042190768847, 'col5': 1.0000290625881771}",0.942,0.7785794680409929,0.944337811900192,0.48225614316979254,0,334.82461008196697
9,1,6,-183.08400983621826,1000,False,"{'Intercept': 1.0000690973706465, 'col0': 0.9999937600297529, 'col1': 0.9999962383307964, 'col2': 1.0000267017312825, 'col3': 1.0001532570353362, 'col4': 1.0000164708279016, 'col5': 1.000021576966561}",0.948,0.7757715775131805,0.9498069498069498,0.47933975240715276,0,471.61018569907174
10,1,6,-1686.6058866359017,10000,False,"{'Intercept': 1.00026468473219, 'col0': 0.9999951932097868, 'col1': 1.0000529093209598, 'col2': 1.0000142372883805, 'col3': 1.0000682938622332, 'col4': 0.9999986767917797, 'col5': 1.0000042155164108}",0.9532,0.7578934897221729,0.9550604954868447,0.4603765613034408,0,13603.884457219043
11,1,6,-3400.8703918407186,20000,False,"{'Intercept': 1.0001067173492462, 'col0': 1.0009167526350031, 'col1': 1.0001309325174434, 'col2': 1.000372365985179, 'col3': 1.000973489304639, 'col4': 1.0007910106385534, 'col5': 1.0000643256102473}",0.9541,0.7638883952372489,0.9553415061295972,0.4665828002462461,0,24812.223525877926
12,1,8,-86.43616284518824,500,False,"{'Intercept': 1.000236838406952, 'col0': 1.0000515456022312, 'col1': 1.0003565487360087, 'col2': 1.000354533457744, 'col3': 1.000111259266771, 'col4': 1.0000708582511846, 'col5': 1.0000188096465847, 'col6': 1.0000060465075853, 'col7': 0.9999963010288079}",0.948,0.7784254487293407,0.950191570881226,0.482168567947724,0,437.67938801203854
13,1,8,-177.9590668532622,1000,False,"{'Intercept': 1.0005962234531094, 'col0': 1.0010516430404106, 'col1': 1.000056211372749, 'col2': 1.0000266606340502, 'col3': 1.0000879571745904, 'col4': 1.001116787992996, 'col5': 1.0001937227348487, 'col6': 1.0002382147273734, 'col7': 1.0002939357401919}",0.948,0.7748830045613412,0.9499036608863198,0.4784100579208872,0,604.1079681280535
14,1,8,-1689.1562895153338,10000,False,"{'Intercept': 1.0006039446238362, 'col0': 1.0001409526489526, 'col1': 1.0001184382454087, 'col2': 1.0000948542865036, 'col3': 1.0004738340371215, 'col4': 1.0002023128052668, 'col5': 1.000239982962315, 'col6': 1.0000346647001888, 'col7': 1.0000390412903226}",0.9529,0.7576565369350157,0.9547680783635839,0.46010504922532797,0,17415.132384757046
15,1,8,-3389.9896329382536,20000,False,"{'Intercept': 1.0000387475320978, 'col0': 1.0001238153033603, 'col1': 1.0000327729681142, 'col2': 1.0000105129256702, 'col3': 1.0001237314026874, 'col4': 0.999997505030622, 'col5': 0.9999947781366598, 'col6': 1.0000118349818032, 'col7': 1.0000293241813047}",0.95425,0.7644452342870683,0.9554679515257702,0.46714193825042877,0,32116.092414277024
16,1,10,-83.34879074538338,500,False,"{'Intercept': 0.9999973219442106, 'col0': 0.9999937641287729, 'col1': 1.0000134800586182, 'col2': 1.0000225231846671, 'col3': 1.0000434927639938, 'col4': 0.9999937617978947, 'col5': 1.000000785948092, 'col6': 1.0000149502905749, 'col7': 1.0000022619474787, 'col8': 1.0000583391598608, 'col9': 1.0000229690500988}",0.94,0.7611871334636574,0.9420849420849421,0.4636956232539577,0,562.2683741590008
