,0,1,2,3,4,5,6
0,1,2,500,0.9137374949979991,0.4667512543976008,0.9225128455874149,0.5464534484450112
1,1,2,1000,0.9183513957638262,0.5966318703500778,0.9255876416740744,0.6111419993328144
2,1,2,10000,0.9154675517425053,0.5934021569871388,0.9210385279155434,0.5945013229034855
3,1,2,20000,0.9141131030849887,0.5943249322336929,0.9185619097270106,0.5946288612263716
4,1,2,50000,0.9122624861651113,0.5942672587807832,0.9159330137299745,0.5932820720356131
5,1,4,500,0.9181763215041392,0.507699405963435,0.9221264224396791,0.6013078000934143
6,1,4,1000,0.9238621895378013,0.6161831708864409,0.9277166084174325,0.6243720720212226
7,1,4,10000,0.9276919511081114,0.6115116212007613,0.9312184875645538,0.6063581112669472
8,1,4,20000,0.9312373389516672,0.6123190495414961,0.9344523740836286,0.6057015485687469
9,1,4,50000,0.9340376041888202,0.6120883557298575,0.9369754042586236,0.6040268456375839
10,1,6,500,0.935643847672837,0.5109867927792837,0.9387949646157663,0.5844238592363868
11,1,6,1000,0.9376741354276066,0.617105946132995,0.9408348152379772,0.6219463584078355
12,1,6,10000,0.9396684469793435,0.6053982351923409,0.942679510125749,0.5891677675033026
13,1,6,20000,0.9415385592120694,0.6111655804833035,0.9443833499529128,0.5975405921680994
14,1,6,50000,0.943105320293078,0.6082242343849126,0.9457895163864037,0.5910541207633495
15,1,8,500,0.9434028844334239,0.5084491608512601,0.9462547867485791,0.583980084931908
16,1,8,1000,0.9444972736285211,0.6160101505277121,0.9473630901364689,0.6208428246013667
17,1,8,10000,0.9455752131936137,0.6070130918738105,0.9483497099709922,0.5907015857760691
18,1,8,20000,0.9466475766182935,0.6117423150123998,0.9493119284892764,0.5976571838393497
19,1,8,50000,0.9475681963589386,0.6076474998558163,0.9501210839148468,0.5907477591289177
20,1,10,500,0.9481615970963576,0.5341715208489533,0.9507914545634174,0.5948332079257587
21,1,10,1000,0.9491564383560905,0.6348693696291597,0.9517823049184578,0.6315544433451667
22,1,10,10000,0.9500582926753512,0.6247188419170656,0.9526131132639589,0.610195890493021
23,1,10,20000,0.9507787843763793,0.619874271872657,0.9532530189744949,0.6045004500450044
24,1,10,50000,0.95148363106078,0.6237960666705116,0.9538732714935295,0.6067402182432025
25,1,12,500,0.9518877374106909,0.5403425803102831,0.9543354763152451,0.5918262829048448
26,1,12,1000,0.9527073916488205,0.6336005536651479,0.9551444022280369,0.620693772762553
27,1,12,10000,0.9533820879934656,0.6273718207509084,0.9557651843311912,0.6134147071142225
28,1,12,20000,0.9540465114949872,0.6241997808408789,0.9563639215100909,0.615983026874116
29,1,12,50000,0.9546242929625677,0.6255262702578004,0.9568746597514849,0.6192458804902363
30,1,14,500,0.9547960764099667,0.5423034777092105,0.9571070663342145,0.5869248386425151
31,1,14,1000,0.9553033334856014,0.636830267028087,0.9576175019136617,0.6317328498742617
32,1,14,10000,0.9558244170072221,0.6281215756387335,0.9580956972927459,0.6159618820726622
33,1,14,20000,0.9563472406169393,0.6255839437107099,0.9585655140539124,0.615539500177662
34,1,14,50000,0.9567704610425811,0.6244304746525174,0.9589341001696285,0.6205570446334927
35,2,2,500,0.9559685693731866,0.4832458619297537,0.9583107550004611,0.5618581907090465
36,2,2,1000,0.9553471431084993,0.5802526097237442,0.9577609097049619,0.5383151484394824
37,2,2,10000,0.9545643701162171,0.6059749697214373,0.956968005347216,0.5817313579037591
38,2,2,20000,0.953757583310671,0.5680258377069035,0.9561078295073835,0.45779643839583034
39,2,2,50000,0.952917142595764,0.5689486129534576,0.955199575126355,0.4608281633241956
