,0,1,2,3,4,5,6
0,1,2,1000,0.907,0.6017467248908297,0.9073143894774525,0.5972016111935552
1,1,2,2000,0.9135000000000002,0.6057292576419214,0.9146211543977693,0.6051360996431321
2,1,2,4000,0.916,0.6026899563318777,0.9175741732447593,0.6048709307577389
3,1,4,1000,0.9289999999999999,0.6224628820960698,0.9301296871294487,0.6146824972367811
4,1,4,2000,0.9375999999999999,0.6234410480349345,0.9385701844194769,0.6185099982304018
5,1,4,4000,0.942875,0.6345152838427948,0.943820290599626,0.6342469584673474
6,1,6,1000,0.9464642857142856,0.612646288209607,0.9472600510628687,0.5896980461811723
7,1,6,2000,0.94965625,0.6201921397379913,0.9503988556130594,0.607877082882493
8,1,6,4000,0.9526666666666668,0.6278078602620087,0.9533980525771071,0.6224663359319632
9,1,8,1000,0.9547999999999999,0.6040873362445415,0.9554834566613171,0.5633260124070436
10,1,8,2000,0.9566818181818182,0.6089082969432315,0.9573439317989768,0.5767965826182285
11,1,8,4000,0.9583333333333334,0.6284017467248908,0.95899301542213,0.6227345273984749
12,1,10,1000,0.9598461538461539,0.5993711790393013,0.9604621520725611,0.5715139739949185
13,1,10,2000,0.9611428571428572,0.6024454148471615,0.9617460040866581,0.5812481601413011
14,1,10,4000,0.9623000000000002,0.6474759825327511,0.9629033004886826,0.6393624245023409
15,1,12,1000,0.9635312500000002,0.5959126637554585,0.9641004187544967,0.5702077063129343
16,1,12,2000,0.964735294117647,0.6000349344978166,0.9652879420295803,0.5850759250534556
17,1,12,4000,0.9657638888888891,0.6510742358078603,0.9663085294156537,0.6536274101817173
18,2,2,1000,0.9644078947368422,0.6185152838427947,0.9650285493428308,0.5780525502318392
19,2,2,2000,0.9635124999999999,0.623056768558952,0.9642166432204278,0.5915663562722386
20,2,2,4000,0.9625119047619047,0.6050305676855895,0.9633067738166574,0.5483381271971876
21,2,4,1000,0.9634886363636364,0.6543231441048035,0.964246207824652,0.6744101872264815
22,2,4,2000,0.9645108695652176,0.6425152838427948,0.9652461110297212,0.667230333972879
23,2,4,4000,0.9653229166666667,0.65282096069869,0.9660452905709201,0.6882293888819174
24,2,6,1000,0.96615,0.6377991266375546,0.9668441264745259,0.642112530203659
25,2,6,2000,0.9669134615384617,0.6258515283842795,0.9675915753521769,0.6338962193204348
26,2,6,4000,0.9675555555555556,0.6313013100436681,0.9682244063335108,0.6215847974184294
27,2,8,1000,0.9681785714285716,0.6168384279475982,0.9688230368622698,0.6080897591652971
28,2,8,2000,0.9687586206896553,0.6090131004366812,0.9693901346324644,0.5904866447127699
29,2,8,4000,0.9692750000000001,0.6295196506550218,0.9698999673564327,0.617106545835289
30,2,10,1000,0.9696854838709678,0.5801572052401747,0.9702887912373934,0.5802012016207908
31,2,10,2000,0.9701796875000002,0.6164192139737992,0.9707711008833055,0.6145204325235221
32,2,10,4000,0.9706818181818183,0.6745152838427948,0.9712660739782182,0.687443389580328
33,2,12,1000,0.970985294117647,0.5763144104803494,0.9715531093486394,0.5682756656699416
34,2,12,2000,0.9714571428571428,0.611004366812227,0.9720138226893261,0.6024492127530438
35,2,12,4000,0.9718888888888889,0.6454847161572053,0.9724400512052968,0.6433040421792618
36,3,2,1000,0.9711621621621621,0.6086986899563319,0.9717462355863264,0.5472331137071021
37,3,2,2000,0.9706578947368422,0.6121572052401747,0.9712781812529542,0.5737213945630472
38,3,2,4000,0.9699807692307693,0.6090131004366812,0.9706551287951513,0.5466990684487647
39,3,4,1000,0.97030625,0.6451353711790393,0.9709628611003335,0.6736070946597262
40,3,4,2000,0.9707012195121951,0.6453799126637555,0.9713468375029655,0.6662063069284141
41,3,4,4000,0.9710178571428572,0.6718602620087336,0.9716585822754092,0.6973417109714838
42,3,6,1000,0.9711802325581395,0.631231441048035,0.9718048951772379,0.6408546543277082
43,3,6,2000,0.9714829545454546,0.6226724890829695,0.9721000620900441,0.6274103970471558
44,3,6,4000,0.9717777777777779,0.6474061135371179,0.9723901718416197,0.6272206832871653
45,3,8,1000,0.9719782608695653,0.6151615720524017,0.9725743854852377,0.6068241844528517
46,3,8,2000,0.9722659574468084,0.604646288209607,0.9728543365042267,0.5916651632689879
47,3,8,4000,0.9725260416666667,0.6510742358078603,0.9731107961469602,0.6218958207147184
48,3,10,1000,0.9726581632653062,0.5900786026200874,0.9732278500095014,0.5854296212549462
49,3,10,2000,0.9729450000000001,0.6037729257641922,0.9735080827735474,0.6013917199690729
50,3,10,4000,0.9731911764705882,0.6750043668122271,0.9737505815764473,0.6726485801752349
51,3,12,1000,0.9731298076923077,0.5867248908296944,0.9736713423115604,0.5833920270460629
52,3,12,2000,0.9734198113207547,0.5946899563318777,0.9739547761803657,0.5976278005132829
53,3,12,4000,0.9736620370370371,0.6815021834061136,0.9741930617932919,0.6970391785465059
