,Components,l,pol,class,map_logp,Marg. Likelihood,Modified Prior,model,gelRub,accTrain,accTest,f1Train,f1Test
179,8,True,3,ecl,-inf,-430.385710483738,laplace,RL,"{'mean1': 0.9995372005701127, 'Intercept': 1.0316871742573916, 'col0': 1.1072382827844363, 'col1': 1.00683834959787, 'col2': 1.0506906749469829, 'col3': 1.001296111191427, 'col4': 1.0156181431753384, 'col5': 1.0498704989533951, 'col6': 1.0042465103505946, 'col7': 1.0014553143613296, 'col8': 1.00061813333195, 'col9': 1.074276607253679, 'col10': 1.0209526580507717, 'col11': 1.008428769262341, 'col12': 1.0323224266555906, 'col13': 1.0097247874073199, 'col14': 1.0022401055238823, 'col15': 1.0001420613118834, 'col16': 0.9995028570318745, 'col17': 1.0115377328560782, 'col18': 1.0355083142237216, 'col19': 1.0130419111803224, 'col20': 1.0108089958604392, 'col21': 1.0336824275504053, 'col22': 1.0021743819003899, 'col23': 1.0068890257807286}",0.95,0.55,0.95,0.45
180,10,True,1,rrlyr,-1108.09203767903,-1126.1914441036,normal,RL,"{'mean1': 1.0040256911224994, 'Intercept': 1.0046568072935702, 'col0': 1.0144982915024723, 'col1': 1.0046903884366452, 'col2': 1.0028893066296136, 'col3': 1.0153242276651477, 'col4': 1.0044369342312678, 'col5': 1.0092600291534888, 'col6': 0.9995411271540495, 'col7': 1.0066530712993522, 'col8': 1.0021210520536683, 'col9': 1.0022751089886048}",0.97,0.65,0.97,0.66
181,10,True,1,cep,-941.091997742968,-958.979276152641,normal,RL,"{'mean1': 1.0017932191508176, 'Intercept': 1.0212172923900646, 'col0': 1.000204381808968, 'col1': 1.0397858094953456, 'col2': 1.0048265290007934, 'col3': 1.0030334919853603, 'col4': 1.0105318544190358, 'col5': 1.0014607352632932, 'col6': 0.9995790457192126, 'col7': 1.00092280814528, 'col8': 1.0235313350387731, 'col9': 0.9995742274292913}",0.93,0.63,0.93,0.55
182,10,True,1,dsct,-322.21536162449,-332.236208476156,normal,RL,"{'mean1': 1.0099294865396582, 'Intercept': 1.019257778612935, 'col0': 0.9996081919542357, 'col1': 1.0028843881113538, 'col2': 0.9995390693165109, 'col3': 1.009368395748429, 'col4': 1.0008208576686284, 'col5': 1.0036435660882288, 'col6': 1.0004960704942774, 'col7': 1.0010503376541204, 'col8': 1.0042419174117485, 'col9': 1.007819494425306}",0.97,0.60,0.97,0.44
183,10,True,1,lpv,-580.312923012059,-595.568734939339,normal,RL,"{'mean1': 1.012569298094882, 'Intercept': 1.0008316437697484, 'col0': 1.007262670246895, 'col1': 1.0010600917566792, 'col2': 1.0378316392608666, 'col3': 1.002017912825625, 'col4': 0.9995763084035248, 'col5': 1.0025979009787505, 'col6': 1.014707322810685, 'col7': 1.025742637509392, 'col8': 1.0166315437856361, 'col9': 1.001174347761771}",0.99,0.84,0.99,0.88
184,10,True,1,ecl,-1431.56825032001,-1450.47783336468,normal,RL,"{'mean1': 1.0452634226335065, 'Intercept': 1.088634326105345, 'col0': 1.2572131759554546, 'col1': 1.1437116886139405, 'col2': 1.2633592397956963, 'col3': 1.0973324126451356, 'col4': 1.001324007581257, 'col5': 1.0187793550962958, 'col6': 1.001833621483766, 'col7': 1.0069221773752035, 'col8': 1.0413978206613195, 'col9': 0.9995179900146757}",0.96,0.55,0.96,0.43
185,10,True,1,rrlyr,-1098.89950625623,-1108.96769552828,student,RL,"{'mean1': 1.0003377992072395, 'Intercept': 1.0135003869405539, 'col0': 1.006104266145345, 'col1': 1.0191757939743245, 'col2': 1.013386804461944, 'col3': 1.0195565178559152, 'col4': 1.010154977926649, 'col5': 1.0009094724389178, 'col6': 1.0061436192092625, 'col7': 1.0021644137794317, 'col8': 1.0044716468755077, 'col9': 0.9997497650781512}",0.98,0.64,0.98,0.64
186,10,True,1,cep,-956.911736391031,-966.42216996763,student,RL,"{'mean1': 1.0021848569975345, 'Intercept': 1.024112897447007, 'col0': 1.0092178030758525, 'col1': 1.003251504349308, 'col2': 1.014189089969652, 'col3': 1.037437922645922, 'col4': 0.9995275755665646, 'col5': 0.9996630921247579, 'col6': 1.0010712093519312, 'col7': 1.0016117039193142, 'col8': 1.0027759754934862, 'col9': 1.0016294999492827}",0.93,0.61,0.93,0.51
187,10,True,1,dsct,-294.062693045544,-293.339899209029,student,RL,"{'mean1': 0.9999266756706704, 'Intercept': 1.0216248855929932, 'col0': 1.0219769402929118, 'col1': 1.0068784970678295, 'col2': 1.007553582566519, 'col3': 1.0410108874481816, 'col4': 1.0074667790229073, 'col5': 1.0045605287786348, 'col6': 1.0175946272037062, 'col7': 1.016377809763504, 'col8': 1.0101888116644513, 'col9': 1.0015352973254847}",0.97,0.49,0.97,0.29
188,10,True,1,lpv,-inf,-293.339899209029,student,RL,"{'mean1': 0.9995577629725397, 'Intercept': 1.0402404464116863, 'col0': 1.0026749435638576, 'col1': 1.0054907779750897, 'col2': 1.0066644164297935, 'col3': 1.0016895530984644, 'col4': 0.9999668981449622, 'col5': 1.0027734451837083, 'col6': 1.0076704229387288, 'col7': 1.0496522350676503, 'col8': 1.0049555407121058, 'col9': 1.0011014051038165}",0.99,0.86,0.99,0.90
189,10,True,1,ecl,-1368.36271360945,-1377.97023664964,student,RL,"{'mean1': 0.9995500666735833, 'Intercept': 1.006340146502708, 'col0': 1.0017454893400408, 'col1': 1.0110871915703565, 'col2': 1.0047908132170895, 'col3': 1.000290403033035, 'col4': 1.0003703312896806, 'col5': 1.0017450049264423, 'col6': 1.0052211211402562, 'col7': 1.0046963362054007, 'col8': 0.9997451392865172, 'col9': 1.0156296952932586}",0.96,0.54,0.96,0.44
190,10,True,1,rrlyr,-1166.24432522864,-1176.50227943186,laplace,RL,"{'mean1': 0.9997432783916295, 'Intercept': 1.0029652044662922, 'col0': 1.0022863967961901, 'col1': 1.0662409014887722, 'col2': 1.063853308254134, 'col3': 1.002487423878756, 'col4': 1.0063108263552774, 'col5': 1.0023792719832136, 'col6': 1.0019679075718575, 'col7': 1.0031681836607962, 'col8': 1.0178243258674977, 'col9': 0.9999816810396442}",0.97,0.62,0.97,0.62
191,10,True,1,cep,-1004.76907921918,-1014.26852966408,laplace,RL,"{'mean1': 1.0009804729261575, 'Intercept': 0.9995064203271794, 'col0': 1.0038389910455676, 'col1': 1.002951316663861, 'col2': 1.0034407694279055, 'col3': 0.9996004611985898, 'col4': 1.0055734278642303, 'col5': 1.0060696196257195, 'col6': 1.0009778874384876, 'col7': 1.0022867907202206, 'col8': 1.002738246967286, 'col9': 1.002251695102711}",0.93,0.61,0.93,0.52
192,10,True,1,dsct,-336.610664147731,-335.658824674168,laplace,RL,"{'mean1': 0.9999594169797095, 'Intercept': 1.005899293045271, 'col0': 1.0004852979436643, 'col1': 1.0010083406565553, 'col2': 1.0003918507174678, 'col3': 0.9995843107833747, 'col4': 1.0005926102832892, 'col5': 1.000973795952436, 'col6': 0.9998709536907255, 'col7': 1.006989589630461, 'col8': 1.001037024688187, 'col9': 0.9995153263365982}",0.97,0.48,0.97,0.27
193,10,True,1,lpv,-664.487221020876,-671.736606112186,laplace,RL,"{'mean1': 1.000743580201759, 'Intercept': 1.0079805605118022, 'col0': 1.0280653284384582, 'col1': 1.0049790455737684, 'col2': 1.000981792236306, 'col3': 1.015760360262264, 'col4': 1.0371433246845416, 'col5': 1.0000575456462444, 'col6': 1.0095440581551116, 'col7': 0.9995000756893409, 'col8': 1.015723828267994, 'col9': 1.0176443181608934}",0.98,0.83,0.98,0.87
194,10,True,1,ecl,-1603.2352985245,-1614.3942733856,laplace,RL,"{'mean1': 0.9998304288085982, 'Intercept': 1.064722807987676, 'col0': 1.069414306290523, 'col1': 1.0406716658801802, 'col2': 1.0467697789681112, 'col3': 1.0003916101345638, 'col4': 1.0198619652270522, 'col5': 1.0047875592669144, 'col6': 1.0001730031634803, 'col7': 1.0023858188688872, 'col8': 1.0163066929259612, 'col9': 0.999553917639819}",0.95,0.43,0.95,0.31
195,10,True,2,rrlyr,-inf,-690.99307269232,normal,RL,"{'mean1': 1.0079885898475882, 'Intercept': 0.9995485646297118, 'col0': 1.0070137370438332, 'col1': 1.0743073276057884, 'col2': 1.0949971167167134, 'col3': 1.0059128701117257, 'col4': 1.064715435699372, 'col5': 1.0021936327090033, 'col6': 1.0090982159480588, 'col7': 1.0083463263115953, 'col8': 1.0075922616770094, 'col9': 1.0031995253752493, 'col10': 1.0535929536242217, 'col11': 1.038840330603988, 'col12': 1.0172065437248152, 'col13': 1.0469829175606522, 'col14': 1.0311874037102213, 'col15': 1.0030090426642368, 'col16': 1.0254888969374756, 'col17': 1.001037668088539, 'col18': 0.9995147646425486, 'col19': 1.004833552132524}",0.98,0.66,0.98,0.66
196,10,True,2,cep,-inf,-928.95323931375,normal,RL,"{'mean1': 1.0045851078116539, 'Intercept': 1.0009603633764184, 'col0': 1.0650087935857726, 'col1': 1.02988511600415, 'col2': 1.062197980218651, 'col3': 1.0047896611723772, 'col4': 1.0113850815504812, 'col5': 1.0111387263189737, 'col6': 1.0027550825562468, 'col7': 1.0189051525804653, 'col8': 1.0009540752612012, 'col9': 1.0441623756882337, 'col10': 1.0589119093683574, 'col11': 1.473253797925518, 'col12': 1.9576785612659249, 'col13': 0.9995141981508584, 'col14': 0.9995001359240733, 'col15': 1.0230515649808172, 'col16': 1.004957892559495, 'col17': 1.0003176537963399, 'col18': 1.0003376464089764, 'col19': 1.0110428597748466}",0.94,0.61,0.94,0.50
197,10,True,2,dsct,-inf,-323.035352214893,normal,RL,"{'mean1': 1.0142754492267543, 'Intercept': 1.0049965239785454, 'col0': 1.2213027217564079, 'col1': 1.2699988309950234, 'col2': 1.2302903491104231, 'col3': 1.0741070112419902, 'col4': 1.0190123690339254, 'col5': 1.0105134057373704, 'col6': 1.0078191792844862, 'col7': 1.0033058945790991, 'col8': 1.0011117757851238, 'col9': 1.0347281510354709, 'col10': 1.0027410426535264, 'col11': 1.0422547090064331, 'col12': 0.9999002651347791, 'col13': 1.0066839857693926, 'col14': 1.0141986434243513, 'col15': 1.002538289760886, 'col16': 1.0001858121656961, 'col17': 0.9996928329274318, 'col18': 1.000526673330982, 'col19': 1.035207510964328}",0.97,0.58,0.97,0.42
198,10,True,2,lpv,-inf,-423.560315282064,normal,RL,"{'mean1': 1.0000674972159136, 'Intercept': 1.0046474062790858, 'col0': 1.0123799829633178, 'col1': 1.0040084743957458, 'col2': 1.0073431706951517, 'col3': 1.0012721714359851, 'col4': 0.9994999144960476, 'col5': 1.005523988504058, 'col6': 1.0015248558687884, 'col7': 1.0078022410853031, 'col8': 1.0129777624665133, 'col9': 1.0424711728791272, 'col10': 1.007350284556606, 'col11': 1.0009868035946594, 'col12': 0.9998443079848701, 'col13': 1.0056047362185008, 'col14': 1.029302995235363, 'col15': 1.0274025552046562, 'col16': 1.0017908992420912, 'col17': 1.00029570678191, 'col18': 1.0316633016055585, 'col19': 1.0414727757989624}",0.99,0.60,0.99,0.65
199,10,True,2,ecl,-inf,-1237.22247251913,normal,RL,"{'mean1': 0.9995214610186197, 'Intercept': 1.3141526354935187, 'col0': 1.0504148002299143, 'col1': 1.3092954465583058, 'col2': 1.0387671885764875, 'col3': 1.044513945514326, 'col4': 1.0010807515150906, 'col5': 1.0020830718485805, 'col6': 1.0039486018743362, 'col7': 1.0300791678661383, 'col8': 1.1405815919968192, 'col9': 1.2982838560632388, 'col10': 1.079645760395173, 'col11': 1.035876990498853, 'col12': 1.3063825401179114, 'col13': 1.3044694285353589, 'col14': 1.0320998249929454, 'col15': 1.0051574880137049, 'col16': 1.004381046265557, 'col17': 1.023887328725577, 'col18': 1.011670927768346, 'col19': 1.0043741326666846}",0.97,0.37,0.97,0.25
200,10,True,2,rrlyr,-inf,0,student,RL,"{'mean1': 1.006884036980373, 'Intercept': 1.0044797845509414, 'col0': 1.0009962520237352, 'col1': 0.9998284869955356, 'col2': 1.0115012132853431, 'col3': 1.0099458154468293, 'col4': 1.0034329844749121, 'col5': 1.0007064467381508, 'col6': 1.0060273246195168, 'col7': 1.000965584749231, 'col8': 1.0469103395721788, 'col9': 1.0103388865494898, 'col10': 0.9995685817587533, 'col11': 1.0321830319475969, 'col12': 1.0007460920637474, 'col13': 1.0475159836118593, 'col14': 1.0333112921037804, 'col15': 1.0011185563578662, 'col16': 1.0006646701537871, 'col17': 1.0016945674983577, 'col18': 1.019356515316476, 'col19': 0.9995018119387589}",0.99,0.65,0.99,0.66
201,10,True,2,cep,-inf,-956.107464155567,student,RL,"{'mean1': 1.0022536875736585, 'Intercept': 1.0076480618535224, 'col0': 1.0248219549817734, 'col1': 1.003379286471295, 'col2': 1.0225448541665445, 'col3': 0.9995630912098593, 'col4': 1.0017971305798423, 'col5': 1.02715208401946, 'col6': 0.9995884667666569, 'col7': 0.9995324614200033, 'col8': 0.9999677321590481, 'col9': 1.0058809842147907, 'col10': 1.0018168585409668, 'col11': 1.0004792159426812, 'col12': 1.031418593386048, 'col13': 1.0006192168129622, 'col14': 1.0091991735004118, 'col15': 0.9995087941259885, 'col16': 1.0148367268087313, 'col17': 1.0013280748164721, 'col18': 1.000365291145484, 'col19': 1.003456746998707}",0.93,0.61,0.93,0.50
202,10,True,2,dsct,-inf,-309.154317178505,student,RL,"{'mean1': 1.002394222327859, 'Intercept': 1.0096740560117077, 'col0': 1.0312921181014205, 'col1': 1.0224359867902721, 'col2': 1.0196581303022276, 'col3': 1.0354977799885332, 'col4': 1.0176529992767656, 'col5': 0.9995810384858558, 'col6': 0.9995245781597175, 'col7': 0.9995124232337441, 'col8': 1.0008478492410238, 'col9': 1.0660342943782377, 'col10': 1.1546050877588918, 'col11': 1.145182848912781, 'col12': 1.0066392046888624, 'col13': 1.0269181166943466, 'col14': 0.9997572761921742, 'col15': 1.0009025133844045, 'col16': 1.002793860396328, 'col17': 1.003692674821111, 'col18': 1.0082097320757635, 'col19': 1.0339917115535564}",0.97,0.48,0.97,0.26
203,10,True,2,lpv,-inf,-309.154317178505,student,RL,"{'mean1': 1.0104267023592275, 'Intercept': 3.724907237697602, 'col0': 14.160561098490918, 'col1': 8.082997749211454, 'col2': 5.739300026885744, 'col3': 26.417648447499136, 'col4': 6.867707516356734, 'col5': 2.0665403007333674, 'col6': 1.0378865064730705, 'col7': 1.3952311062598548, 'col8': 10.852970919558567, 'col9': 3.8420568466804204, 'col10': 11.360085848447776, 'col11': 3.0334465569753526, 'col12': 5.586532704241755, 'col13': 17.8216170044078, 'col14': 1.338950262132648, 'col15': 1.6941602518589818, 'col16': 1.3024920686942347, 'col17': 1.0793350929948817, 'col18': 8.826707927192992, 'col19': 9.034392506326993}",0.99,0.56,0.99,0.60
204,10,True,2,ecl,-inf,-309.154317178505,student,RL,"{'mean1': 0.9997367623549148, 'Intercept': 1.4363808665744808, 'col0': 1.3472329453546443, 'col1': 1.0005818069176629, 'col2': 1.1360762237763504, 'col3': 1.0941041087441614, 'col4': 1.0616982666190062, 'col5': 1.0259975601843618, 'col6': 1.0000434854840001, 'col7': 1.0018241851550567, 'col8': 1.0357150001268984, 'col9': 0.9995119318816655, 'col10': 1.225502139725012, 'col11': 1.0092995259837845, 'col12': 1.0515059829456603, 'col13': 1.7289095997258719, 'col14': 0.9998029939283272, 'col15': 1.0347510461341358, 'col16': 1.0279670334134337, 'col17': 1.0184501211910817, 'col18': 1.368157125992029, 'col19': 1.0594898811025433}",0.96,0.55,0.96,0.42
205,10,True,2,rrlyr,-796.565109276524,-821.893388049104,laplace,RL,"{'mean1': 0.9997722035855309, 'Intercept': 1.0453680609808316, 'col0': 1.068184641574879, 'col1': 1.1005589107452936, 'col2': 1.0640219599692662, 'col3': 1.028957747548238, 'col4': 1.0291219931692146, 'col5': 1.0038156421587685, 'col6': 1.001529400209584, 'col7': 0.9995465146087686, 'col8': 1.0246030138516375, 'col9': 1.0001629033217518, 'col10': 1.0168448817325755, 'col11': 1.1393129754889562, 'col12': 1.0034574882861984, 'col13': 1.0052700249770419, 'col14': 1.0011761855081107, 'col15': 1.006924986441338, 'col16': 1.0272844920056101, 'col17': 1.0111412169142653, 'col18': 1.0465226054449128, 'col19': 1.011971394251231}",0.98,0.67,0.98,0.68
206,10,True,2,cep,-inf,-1043.39594554851,laplace,RL,"{'mean1': 1.0003100294152394, 'Intercept': 1.027000702881672, 'col0': 0.9995157962201338, 'col1': 1.0111147784139503, 'col2': 1.0002501753324258, 'col3': 0.9999345115712902, 'col4': 1.0099532912533975, 'col5': 1.0060113811914249, 'col6': 1.0008408916301177, 'col7': 1.001874785947125, 'col8': 1.0051182160585799, 'col9': 1.0463731835417456, 'col10': 1.0766089529631633, 'col11': 1.0895154091357124, 'col12': 1.1666114178279974, 'col13': 1.0001990684196818, 'col14': 1.027177152085854, 'col15': 0.9995012697635753, 'col16': 1.0224170161886152, 'col17': 1.0011757099469858, 'col18': 1.0001553636391327, 'col19': 1.0895064069698541}",0.93,0.61,0.94,0.50
207,10,True,2,dsct,-inf,-395.29101130928,laplace,RL,"{'mean1': 1.0114591233252244, 'Intercept': 0.9997502169367262, 'col0': 1.6544046781246464, 'col1': 1.6408403520928194, 'col2': 1.5714534505730373, 'col3': 1.1142684502792062, 'col4': 1.22864864629441, 'col5': 1.0122290928964872, 'col6': 1.0031608800569052, 'col7': 0.9995284447892938, 'col8': 1.0003550338477465, 'col9': 1.0351066121518564, 'col10': 1.2431851454630036, 'col11': 1.3771208370128276, 'col12': 1.0937381015938819, 'col13': 1.0033053037885333, 'col14': 1.0272269871231052, 'col15': 1.0034584552400712, 'col16': 1.0691033921190263, 'col17': 1.0150443178699815, 'col18': 1.004933673708836, 'col19': 1.011419596070917}",0.97,0.49,0.97,0.28
208,10,True,2,lpv,-inf,-395.29101130928,laplace,RL,"{'mean1': 0.999500448100919, 'Intercept': 1.003542323437545, 'col0': 0.9998598797557781, 'col1': 1.0011473240682758, 'col2': 1.0088801953675457, 'col3': 1.001993463637925, 'col4': 1.0136342055335725, 'col5': 1.0004049691481691, 'col6': 0.9995184240006492, 'col7': 1.000169679900074, 'col8': 1.010756844167724, 'col9': 0.9996185838876714, 'col10': 0.9997845358588507, 'col11': 1.0053010479528972, 'col12': 1.1044799375964185, 'col13': 1.067798878364558, 'col14': 0.9996279529813072, 'col15': 1.001791234587924, 'col16': 1.0016238723828248, 'col17': 0.9999677507515337, 'col18': 1.0171211258649246, 'col19': 1.0048531273248107}",0.99,0.60,0.99,0.66
209,10,True,2,ecl,-inf,-395.29101130928,laplace,RL,"{'mean1': 1.0002237626479569, 'Intercept': 1.0061038987698423, 'col0': 1.0018596595208287, 'col1': 1.001477043446793, 'col2': 1.002504687902897, 'col3': 1.002549011047414, 'col4': 1.0000274189055058, 'col5': 1.0071395915244419, 'col6': 1.0076845587124392, 'col7': 1.0120600850721566, 'col8': 1.0106460533234554, 'col9': 0.9995527371443598, 'col10': 1.0469426097717447, 'col11': 1.001231695985144, 'col12': 1.0103114383228893, 'col13': 1.0132864225118485, 'col14': 1.0449053983376697, 'col15': 1.0585008563811993, 'col16': 1.0199411311548496, 'col17': 1.0066409420949178, 'col18': 1.0441097419538563, 'col19': 1.0015570894086314}",0.97,0.37,0.97,0.26
210,10,True,3,rrlyr,-inf,-572.524615132299,normal,RL,"{'mean1': 1.0098197253487942, 'Intercept': 1.0324120111147523, 'col0': 1.0151387070286686, 'col1': 1.029779741278041, 'col2': 1.0561919290140878, 'col3': 1.053491038549094, 'col4': 1.0202868092149837, 'col5': 1.0046273585408205, 'col6': 1.0398424332582044, 'col7': 1.0112421537020164, 'col8': 1.0555194640745924, 'col9': 1.0178806549782562, 'col10': 1.0540542693107746, 'col11': 0.9995661623762768, 'col12': 1.0015235378111917, 'col13': 1.0133332352432904, 'col14': 1.0002548089798835, 'col15': 1.0008950544019553, 'col16': 1.0010614821487747, 'col17': 1.00182608301471, 'col18': 1.0001520669198467, 'col19': 1.0083825424043376, 'col20': 1.0186147521890516, 'col21': 1.049083575309542, 'col22': 1.0146143421433729, 'col23': 1.0039990346808079, 'col24': 1.0016666683912385, 'col25': 1.0010710422903737, 'col26': 1.0273832231067628, 'col27': 1.004561634829231, 'col28': 1.0110635265994816, 'col29': 1.0026785855615465}",0.99,0.69,0.99,0.71
211,10,True,3,cep,-inf,-926.202837858661,normal,RL,"{'mean1': 1.0152341504071376, 'Intercept': 1.2134882457697045, 'col0': 1.478802940448838, 'col1': 1.0080908145949605, 'col2': 1.7432375961357007, 'col3': 1.197285377573271, 'col4': 1.4447612366065457, 'col5': 1.012840201636928, 'col6': 1.0019961769485826, 'col7': 0.9995184217228401, 'col8': 1.267982109818291, 'col9': 1.0020353931450288, 'col10': 1.3500148613422513, 'col11': 1.7832649941905137, 'col12': 3.0277320662115854, 'col13': 1.002577113186186, 'col14': 1.0029004137868536, 'col15': 1.0033184784617992, 'col16': 1.0005449234958392, 'col17': 1.000094576507715, 'col18': 1.0738520171406205, 'col19': 1.1895704205536002, 'col20': 2.3279502547131266, 'col21': 3.969434437232595, 'col22': 3.473281294586728, 'col23': 1.0163871773225999, 'col24': 1.608214308834903, 'col25': 1.0006342029047546, 'col26': 1.0066062424340239, 'col27': 1.0008821648158208, 'col28': 2.629879428886913, 'col29': 1.1868223976761942}",0.94,0.59,0.94,0.50
212,10,True,3,dsct,-inf,-344.77846770948,normal,RL,"{'mean1': 1.003818892008756, 'Intercept': 1.07306798034319, 'col0': 1.0457291785998268, 'col1': 1.0680720969092503, 'col2': 1.0999980783599, 'col3': 1.0328593290777808, 'col4': 1.0973275240685418, 'col5': 1.059469771263938, 'col6': 1.052461879145039, 'col7': 1.0028878811320365, 'col8': 1.0218772475962759, 'col9': 1.0067649816191522, 'col10': 1.0099182109051754, 'col11': 1.0161291192479918, 'col12': 1.0020711605034236, 'col13': 1.0422162314892567, 'col14': 1.005471768384831, 'col15': 1.0580856454749596, 'col16': 1.0602017754551407, 'col17': 1.005609884393587, 'col18': 1.0120154772326955, 'col19': 1.3627521666098323, 'col20': 1.0743455845501675, 'col21': 1.0375351396896741, 'col22': 1.0260835635136705, 'col23': 1.0065727208814879, 'col24': 1.0850337702999187, 'col25': 1.027725731605595, 'col26': 1.0540696625800063, 'col27': 0.9995168675278534, 'col28': 1.0590522363183212, 'col29': 1.4039038852961294}",0.97,0.59,0.97,0.42
213,10,True,3,lpv,-inf,-459.625885998721,normal,RL,"{'mean1': 1.0039786114516582, 'Intercept': 1.0076087153485895, 'col0': 0.9995004653322217, 'col1': 1.012865219064376, 'col2': 1.0043378663054765, 'col3': 1.013914191812113, 'col4': 1.0054148473586817, 'col5': 1.0362119607931688, 'col6': 1.0095691826655093, 'col7': 1.0141118583954234, 'col8': 1.0685788068274047, 'col9': 1.1209766929064162, 'col10': 1.0150685446810832, 'col11': 1.008682181704076, 'col12': 1.0150874616101881, 'col13': 0.9999760801088479, 'col14': 1.0023570049632868, 'col15': 1.0022499480734535, 'col16': 1.0001313125220066, 'col17': 1.0037582380143286, 'col18': 1.027637138053971, 'col19': 1.147866278915153, 'col20': 1.163281654356491, 'col21': 1.0148133401683475, 'col22': 1.0022202683550288, 'col23': 1.0128098366477118, 'col24': 1.004025354865124, 'col25': 1.0311638107455177, 'col26': 1.022844539181232, 'col27': 1.0196024109432666, 'col28': 1.146481377416696, 'col29': 1.1991108706312683}",0.99,0.79,0.99,0.83
214,10,True,3,ecl,-inf,-1288.88299037141,normal,RL,"{'mean1': 1.0017127764651084, 'Intercept': 1.1808169069927557, 'col0': 1.032080860177486, 'col1': 1.0124950077580221, 'col2': 1.0363303102113994, 'col3': 1.0703831033946731, 'col4': 1.0398651692939163, 'col5': 1.0011762833339946, 'col6': 1.0006511404324256, 'col7': 1.0013564414522713, 'col8': 1.007437513877127, 'col9': 1.0178712100871314, 'col10': 1.064220723363231, 'col11': 1.1055463286265037, 'col12': 1.0049021476559372, 'col13': 1.1578848245113031, 'col14': 1.078849069667002, 'col15': 1.0039919457751676, 'col16': 1.0018768165151224, 'col17': 1.0062663620175085, 'col18': 1.0040201228894277, 'col19': 1.066475662687892, 'col20': 1.073770852844569, 'col21': 1.1376976777050176, 'col22': 1.0504780836914216, 'col23': 1.1810749584678881, 'col24': 1.068616893564136, 'col25': 1.008966122347799, 'col26': 1.0015745170391361, 'col27': 1.0010196105313767, 'col28': 1.0110073498237673, 'col29': 1.062245328550845}",0.97,0.44,0.97,0.30
215,10,True,3,rrlyr,-inf,0,student,RL,"{'mean1': 1.001531069150357, 'Intercept': 1.0380949542684996, 'col0': 1.0004303918186102, 'col1': 1.0396658231369185, 'col2': 1.004677719315138, 'col3': 1.0027761900628216, 'col4': 0.9999952091460936, 'col5': 1.0037787706231096, 'col6': 1.0251941461673473, 'col7': 1.0000722001157933, 'col8': 1.1307890211812912, 'col9': 1.0150806886688588, 'col10': 1.0758926964147026, 'col11': 1.0017086225700433, 'col12': 1.0204378250055557, 'col13': 1.0829508511923853, 'col14': 1.0019462855512447, 'col15': 1.000571135318556, 'col16': 1.0127476087602048, 'col17': 0.9997329816225395, 'col18': 1.0882105849523536, 'col19': 1.0278732224730796, 'col20': 1.0241555362842343, 'col21': 1.0320855844042196, 'col22': 0.9995021981824678, 'col23': 1.0220320069484181, 'col24': 1.0075373871795734, 'col25': 1.0104628158418498, 'col26': 1.0540958028249874, 'col27': 1.0018431372002539, 'col28': 1.0574388778842445, 'col29': 1.005929620413885}",0.99,0.65,0.99,0.68
216,10,True,3,cep,-inf,0,student,RL,"{'mean1': 0.9995580186854721, 'Intercept': 1.213961311071466, 'col0': 1.1108128625852358, 'col1': 1.018459884788201, 'col2': 1.4687509331254147, 'col3': 1.0419621055234416, 'col4': 1.1726496572937055, 'col5': 1.009650050277517, 'col6': 0.9996348937939407, 'col7': 1.011977532617271, 'col8': 1.1556628916672118, 'col9': 1.012314931709714, 'col10': 0.9996703149897791, 'col11': 2.1058751022162174, 'col12': 2.242581229275711, 'col13': 1.0144899998491927, 'col14': 1.001719477294324, 'col15': 1.0135114022204486, 'col16': 1.0005761270509785, 'col17': 1.0431403483711112, 'col18': 1.2670781476681818, 'col19': 1.004219202934437, 'col20': 1.5983508306127419, 'col21': 3.949036766415191, 'col22': 4.648972895287426, 'col23': 1.0065253849257547, 'col24': 1.4188589725540728, 'col25': 1.0058448476645079, 'col26': 1.0024325539596803, 'col27': 1.0167897367733758, 'col28': 2.974908429415302, 'col29': 1.0044742944483813}",0.94,0.59,0.94,0.50
217,10,True,3,dsct,-inf,0,student,RL,"{'mean1': 1.0028693580287313, 'Intercept': 1.0242896856715231, 'col0': 1.2380115862207959, 'col1': 1.56427927059037, 'col2': 1.46881064086811, 'col3': 1.0510719441725314, 'col4': 1.173971391127117, 'col5': 1.0008855031249024, 'col6': 1.0264280393092653, 'col7': 1.0340504485439193, 'col8': 1.078332937451859, 'col9': 1.0043438963010307, 'col10': 1.132885470882162, 'col11': 1.0196274454926042, 'col12': 1.023792273040833, 'col13': 1.0565140620846958, 'col14': 1.0223418252583059, 'col15': 1.0121924780494291, 'col16': 1.027094247575763, 'col17': 1.0003180832996177, 'col18': 1.1130279773417608, 'col19': 1.0868298844641058, 'col20': 1.0646410242541107, 'col21': 1.07009865043428, 'col22': 1.0660405554487762, 'col23': 0.9995466518088837, 'col24': 1.006285583998052, 'col25': 1.017402436210479, 'col26': 1.0270044767866409, 'col27': 1.0095028905184762, 'col28': 1.092357887932181, 'col29': 1.077065070458747}",0.97,0.50,0.97,0.28
