,Components,l,pol,class,map_logp,Marg. Likelihood,Modified Prior,model,gelRub,accTrain,accTest,f1Train,f1Test
83,4,True,3,lpv,-inf,-283.657340647549,student,RL,"{'mean1': 0.9998376753826002, 'Intercept': 1.0859039861047965, 'col0': 1.0196179508658423, 'col1': 1.0095250380567156, 'col2': 1.0022938788546842, 'col3': 1.0661073539566983, 'col4': 1.0650652409240469, 'col5': 1.0042193398075199, 'col6': 1.3830803717175824, 'col7': 1.070543742329664, 'col8': 1.0110644450830737, 'col9': 1.4302343038135918, 'col10': 1.1392210178272724, 'col11': 1.1456564126117865}",0.99,0.68,0.99,0.73
84,4,True,3,ecl,-inf,-283.657340647549,student,RL,"{'mean1': 1.006292051998059, 'Intercept': 1.1583714104015628, 'col0': 1.1586885094714885, 'col1': 1.0429149910342264, 'col2': 1.1446888487719822, 'col3': 1.0628847166507724, 'col4': 1.1129543696331394, 'col5': 1.375161265889246, 'col6': 1.0744046392809263, 'col7': 1.0061306596128796, 'col8': 1.0055637036169693, 'col9': 1.3946278250272375, 'col10': 1.2362411358234382, 'col11': 1.0028323841740812}",0.95,0.54,0.95,0.43
85,4,True,3,rrlyr,-inf,-820.978487093063,laplace,RL,"{'mean1': 0.9995023021859407, 'Intercept': 1.0230757207318821, 'col0': 1.0256157673689654, 'col1': 1.07824666731014, 'col2': 1.0154216124517477, 'col3': 1.0007288704249524, 'col4': 1.0053718448070397, 'col5': 1.005888627904132, 'col6': 1.0162465563287015, 'col7': 1.013519488106266, 'col8': 0.9996004925363322, 'col9': 1.1003851396987603, 'col10': 1.0649850611477036, 'col11': 1.0259053782972474}",0.98,0.68,0.98,0.70
86,4,True,3,cep,-inf,-820.978487093063,laplace,RL,"{'mean1': 1.0108735836588965, 'Intercept': 1.0015621056336077, 'col0': 1.2418095416552921, 'col1': 1.265694661752773, 'col2': 1.1860070064644093, 'col3': 1.0333334957488074, 'col4': 1.1538259122246735, 'col5': 1.8369486304490659, 'col6': 1.082970815817497, 'col7': 1.0118675584800645, 'col8': 3.1257842676063743, 'col9': 5.6828722608570414, 'col10': 3.92526317878828, 'col11': 1.0303196535234664}",0.93,0.59,0.93,0.53
87,4,True,3,dsct,-inf,-334.609476474307,laplace,RL,"{'mean1': 1.0009755134879905, 'Intercept': 1.003537763077552, 'col0': 1.0086089121244914, 'col1': 1.0075227979985495, 'col2': 1.0832003779089083, 'col3': 1.0001831251506526, 'col4': 1.0777545654213943, 'col5': 1.1502632887271187, 'col6': 1.126875660448274, 'col7': 1.0036351162372157, 'col8': 1.0573448224329973, 'col9': 1.13474021986909, 'col10': 1.1369677900943924, 'col11': 0.9995067832182203}",0.97,0.53,0.97,0.32
88,4,True,3,lpv,-inf,-334.609476474307,laplace,RL,"{'mean1': 0.9997161945766921, 'Intercept': 1.1723238199777037, 'col0': 1.1657413454244805, 'col1': 1.0475104643841922, 'col2': 1.2586171547324962, 'col3': 0.999636957984036, 'col4': 1.0555674637128105, 'col5': 1.0121033088761853, 'col6': 1.441352545685145, 'col7': 1.0962351003749247, 'col8': 1.029108727980094, 'col9': 1.0699530734117022, 'col10': 1.002688820717864, 'col11': 1.0083313725047527}",0.99,0.72,0.99,0.77
89,4,True,3,ecl,-inf,-334.609476474307,laplace,RL,"{'mean1': 1.0013442842343758, 'Intercept': 1.1363568217588667, 'col0': 1.009770900850294, 'col1': 1.0215235662903939, 'col2': 1.003584330784176, 'col3': 1.000525947669028, 'col4': 1.0108724111506238, 'col5': 1.528014308185834, 'col6': 1.0009548299865607, 'col7': 1.006027949870998, 'col8': 1.0095289714140752, 'col9': 1.647544303141104, 'col10': 1.0359334477897206, 'col11': 1.010311942762405}",0.96,0.59,0.96,0.54
90,6,True,1,rrlyr,-1212.04820505909,-1223.89624378787,normal,RL,"{'mean1': 1.0112160216916173, 'Intercept': 1.0002855820902439, 'col0': 1.035713390880446, 'col1': 1.002084105701598, 'col2': 1.0065361090245986, 'col3': 1.022843533010191, 'col4': 1.0172402603887525, 'col5': 1.0066032972216385}",0.97,0.63,0.97,0.63
91,6,True,1,cep,-1025.10852871968,-1036.6517201911,normal,RL,"{'mean1': 1.005519323085731, 'Intercept': 1.010573448892921, 'col0': 1.0236459913539184, 'col1': 1.00030699909098, 'col2': 1.0112466966715594, 'col3': 0.9996884924363463, 'col4': 1.0284937554934328, 'col5': 1.0016897073377513}",0.92,0.61,0.92,0.54
92,6,True,1,dsct,-322.348051388331,-328.055089397372,normal,RL,"{'mean1': 1.0486195975915475, 'Intercept': 1.0009729975479202, 'col0': 1.2727414318727042, 'col1': 1.183325445841872, 'col2': 1.1323509112343584, 'col3': 1.1539046316167598, 'col4': 1.0529879747014663, 'col5': 0.9995676065685913}",0.97,0.59,0.97,0.42
93,6,True,1,lpv,-inf,-1771.02142887415,normal,RL,"{'mean1': 1.0038471161806235, 'Intercept': 1.0047433008725206, 'col0': 1.0615362207836263, 'col1': 1.434592916851624, 'col2': 1.5415317330110079, 'col3': 1.176869060072978, 'col4': 1.263696649380472, 'col5': 1.0033407904925693}",0.97,0.74,0.96,0.81
94,6,True,1,ecl,-1652.01960003744,-1663.66025096783,normal,RL,"{'mean1': 1.0292839242061202, 'Intercept': 1.0341295094282954, 'col0': 1.4731303592699871, 'col1': 1.5506988227574356, 'col2': 1.6465059068073011, 'col3': 1.1265051969110655, 'col4': 1.0398521147424622, 'col5': 1.0122269741859857}",0.95,0.55,0.95,0.45
95,6,True,1,rrlyr,-1174.48910252188,-1177.60782863943,student,RL,"{'mean1': 0.9995322904161645, 'Intercept': 1.0133556126813468, 'col0': 1.0466471469587957, 'col1': 0.9997659648389403, 'col2': 1.0064824214099704, 'col3': 1.0277977237037403, 'col4': 1.0259951338485243, 'col5': 0.9996960222115374}",0.97,0.62,0.97,0.62
96,6,True,1,cep,-1033.37033689407,-1036.93159705,student,RL,"{'mean1': 1.0008253865246226, 'Intercept': 0.9994998941893856, 'col0': 1.0046336387962596, 'col1': 0.9998732461582742, 'col2': 1.0032353319586815, 'col3': 0.9995964081259542, 'col4': 1.0066554113367463, 'col5': 1.0043190956792658}",0.92,0.61,0.92,0.54
97,6,True,1,dsct,-287.761406102012,-283.781147577408,student,RL,"{'mean1': 1.001838125092077, 'Intercept': 1.0044583147252841, 'col0': 1.169973499913285, 'col1': 1.1392039592179066, 'col2': 1.1519146179928341, 'col3': 1.110860075962379, 'col4': 1.0292641574400245, 'col5': 1.0053136469472428}",0.97,0.47,0.97,0.25
98,6,True,1,lpv,-inf,-1511.18110307113,student,RL,"{'mean1': 0.9999487792011061, 'Intercept': 1.048561117532274, 'col0': 1.0437774951466032, 'col1': 1.0798151367688547, 'col2': 1.148819000538503, 'col3': 1.2073469308088733, 'col4': 1.0297410532735056, 'col5': 0.9997662225498535}",0.97,0.77,0.97,0.83
99,6,True,1,ecl,-1804.62237943692,-1809.64336686989,student,RL,"{'mean1': 1.0017076396379632, 'Intercept': 1.0092630159436955, 'col0': 1.0267302708093382, 'col1': 1.028064365023798, 'col2': 1.0519421808258231, 'col3': 1.0206160189904558, 'col4': 0.9997366468923826, 'col5': 1.0025115105814755}",0.94,0.52,0.94,0.40
100,6,True,1,rrlyr,-1121.41391961208,-1123.94196619857,laplace,RL,"{'mean1': 1.0042527978378748, 'Intercept': 1.123938172615792, 'col0': 1.4004980165403456, 'col1': 1.102891470573075, 'col2': 1.1802131559058235, 'col3': 1.2835117729777692, 'col4': 1.1502305102081594, 'col5': 1.0080912792494305}",0.97,0.64,0.97,0.65
101,6,True,1,cep,-1057.10620608136,-1060.66180336469,laplace,RL,"{'mean1': 0.9996560716024855, 'Intercept': 0.9996081587055471, 'col0': 1.0271967964995652, 'col1': 1.0031765329197138, 'col2': 1.0323155750131798, 'col3': 1.0166052065991105, 'col4': 1.0168428937574217, 'col5': 1.0004837561939566}",0.92,0.61,0.92,0.54
102,6,True,1,dsct,-310.343230863043,-306.437754234576,laplace,RL,"{'mean1': 0.9999668086308007, 'Intercept': 1.0009255528252767, 'col0': 1.1842965814293576, 'col1': 1.2079524092429887, 'col2': 1.202829879635801, 'col3': 1.0504968258542098, 'col4': 1.0521784968594194, 'col5': 1.0019444911913702}",0.97,0.46,0.97,0.25
103,6,True,1,lpv,-1864.16482584408,-1870.0632478709,laplace,RL,"{'mean1': 1.0018709200712335, 'Intercept': 1.004513441691194, 'col0': 0.9995040809577038, 'col1': 1.0075299311305326, 'col2': 1.0092448464274082, 'col3': 1.026761483010763, 'col4': 1.0024191906650983, 'col5': 1.0120446356591286}",0.96,0.75,0.96,0.80
104,6,True,1,ecl,-1783.75624701929,-1788.07098054091,laplace,RL,"{'mean1': 0.9997663790216096, 'Intercept': 1.0482497772849235, 'col0': 1.224967598785664, 'col1': 1.1614297464562586, 'col2': 1.2581712260554476, 'col3': 1.1349416352041966, 'col4': 1.0145957056983246, 'col5': 1.0112742579257796}",0.95,0.54,0.95,0.43
105,6,True,2,rrlyr,-675.962312253401,-693.863338979328,normal,RL,"{'mean1': 1.0011910314002535, 'Intercept': 1.0062019008534244, 'col0': 1.0017224306537027, 'col1': 1.0048615616469772, 'col2': 1.0036624488615746, 'col3': 1.007745412302988, 'col4': 1.0132390540155294, 'col5': 1.0067107808346283, 'col6': 1.0040913727351595, 'col7': 1.0237674748334764, 'col8': 1.0298733968996487, 'col9': 1.006070807354894, 'col10': 0.9997979591665193, 'col11': 0.9998854699428121}",0.98,0.65,0.98,0.65
106,6,True,2,cep,-1002.12776461269,-1025.04450495299,normal,RL,"{'mean1': 0.999525110119218, 'Intercept': 1.0826783710450583, 'col0': 1.0361171536243967, 'col1': 1.0049116602277508, 'col2': 1.0469393038069073, 'col3': 1.016691322639369, 'col4': 1.0035596840247254, 'col5': 1.0159049719469273, 'col6': 1.110617612517861, 'col7': 1.145558501836223, 'col8': 0.9995258534567627, 'col9': 1.0010909875253167, 'col10': 1.0791193987347745, 'col11': 1.0012690813860055}",0.93,0.61,0.93,0.53
107,6,True,2,dsct,-296.881788747583,-308.127325305705,normal,RL,"{'mean1': 1.0056586795816158, 'Intercept': 0.9997919350000928, 'col0': 1.0191515636817485, 'col1': 1.0176905988809035, 'col2': 1.023812047582558, 'col3': 1.0028881609617404, 'col4': 0.9995145862826088, 'col5': 1.000913253810792, 'col6': 1.0444094492328202, 'col7': 1.0330084364251382, 'col8': 1.0207373917484803, 'col9': 1.0084434194471463, 'col10': 1.012551243238056, 'col11': 0.9995008872958953}",0.97,0.59,0.97,0.43
108,6,True,2,lpv,-inf,-498.518989108626,normal,RL,"{'mean1': 1.0003618636929215, 'Intercept': 1.0115369168993074, 'col0': 1.0341398885386712, 'col1': 1.0257049617922858, 'col2': 1.0253494696224208, 'col3': 1.081506435481616, 'col4': 1.001011472660414, 'col5': 1.0099760482328326, 'col6': 0.999529192063647, 'col7': 1.0048752011990407, 'col8': 0.9995230343463447, 'col9': 1.0109963483793678, 'col10': 1.0001124035173206, 'col11': 1.0051070904215529}",0.99,0.73,0.99,0.78
109,6,True,2,ecl,-1305.74931691778,-1328.15831438313,normal,RL,"{'mean1': 1.031236182754174, 'Intercept': 1.0063693188521183, 'col0': 1.08527543662873, 'col1': 1.1156050970153577, 'col2': 1.1158974642922501, 'col3': 1.0383170880396932, 'col4': 1.0176266745004456, 'col5': 0.9995604396952877, 'col6': 1.0166313742794526, 'col7': 1.038562472557568, 'col8': 1.0489170841989515, 'col9': 1.0026424399435077, 'col10': 1.0126439920961996, 'col11': 0.9995130271894159}",0.96,0.54,0.96,0.45
110,6,True,2,rrlyr,-inf,-627.841192102022,student,RL,"{'mean1': 1.0000180426333503, 'Intercept': 1.0244995630085676, 'col0': 1.0064441274138112, 'col1': 1.0019431574259596, 'col2': 1.001713756234192, 'col3': 1.0031636339704997, 'col4': 1.000757372262432, 'col5': 0.9995955401353968, 'col6': 1.0044763809104302, 'col7': 1.0003845535290212, 'col8': 1.002280075841346, 'col9': 0.999609062416577, 'col10': 1.0045926384808832, 'col11': 1.0265837819415726}",0.98,0.64,0.98,0.62
111,6,True,2,cep,-1025.08025111132,-1039.64959036866,student,RL,"{'mean1': 1.0001525931800999, 'Intercept': 1.0008757055254522, 'col0': 1.0168466482850649, 'col1': 1.0559731397960328, 'col2': 1.0529051747834102, 'col3': 1.0348655808392528, 'col4': 1.0542773697027734, 'col5': 1.0043031404064935, 'col6': 1.0076311230663804, 'col7': 1.0125396523949626, 'col8': 1.0245031233195252, 'col9': 0.9997544400308578, 'col10': 1.0117954657804362, 'col11': 0.9996656513981111}",0.93,0.61,0.93,0.53
112,6,True,2,dsct,-inf,-280.156332179067,student,RL,"{'mean1': 1.000412684132657, 'Intercept': 1.0179962475786495, 'col0': 1.165145359828855, 'col1': 1.1570642741879256, 'col2': 1.142841634415527, 'col3': 1.0424059527799705, 'col4': 1.0768873763561735, 'col5': 0.9997504248633764, 'col6': 1.3144505950872822, 'col7': 1.3366184200735438, 'col8': 1.1033316213627593, 'col9': 1.0065029189527641, 'col10': 1.0051310351646026, 'col11': 1.0108554027874974}",0.97,0.50,0.97,0.28
113,6,True,2,lpv,-559.331305575557,-569.243372888332,student,RL,"{'mean1': 1.0000970329119667, 'Intercept': 1.0443883720792904, 'col0': 1.1227629485737791, 'col1': 1.0755110371141448, 'col2': 1.1404292629305695, 'col3': 1.0439778520110887, 'col4': 1.0226805459708992, 'col5': 1.0009283695361937, 'col6': 1.011622108556825, 'col7': 1.019844317031225, 'col8': 1.0423951154213955, 'col9': 1.0008259420379055, 'col10': 1.000071713961844, 'col11': 1.0011842735998415}",0.99,0.72,0.99,0.77
114,6,True,2,ecl,-1363.46419852172,-1377.43596054831,student,RL,"{'mean1': 1.0027385353341849, 'Intercept': 1.1089313610458489, 'col0': 1.4177219689831353, 'col1': 1.535325643647675, 'col2': 1.5498170898057382, 'col3': 1.2177158546345024, 'col4': 1.0002218140991486, 'col5': 1.0307314030874002, 'col6': 1.2361103403941562, 'col7': 1.009118669494568, 'col8': 0.9996508980621829, 'col9': 1.023061918784036, 'col10': 1.0143326395096428, 'col11': 1.0029350744107992}",0.96,0.57,0.96,0.49
115,6,True,2,rrlyr,-758.638721366099,-768.004055767965,laplace,RL,"{'mean1': 0.9998621198301888, 'Intercept': 1.0065168724296574, 'col0': 1.0014679089954421, 'col1': 0.9997320480381664, 'col2': 1.0037920649767842, 'col3': 1.0004813621241524, 'col4': 0.9997829539075204, 'col5': 0.9995928663817422, 'col6': 1.001695997325995, 'col7': 1.0160776057993612, 'col8': 1.002358925556214, 'col9': 1.0018118615964133, 'col10': 1.0005219673353754, 'col11': 1.0001117653999931}",0.98,0.65,0.98,0.66
116,6,True,2,cep,-1076.76216212706,-1091.30433589049,laplace,RL,"{'mean1': 1.0098405020230032, 'Intercept': 1.185454495916164, 'col0': 0.9995342678495821, 'col1': 1.0168695434188724, 'col2': 1.000896662589652, 'col3': 1.0363919238086994, 'col4': 1.016741766905768, 'col5': 1.0032104515873363, 'col6': 1.1002787039398598, 'col7': 1.0848997943118497, 'col8': 1.0174476241246329, 'col9': 1.0207883259778676, 'col10': 1.0345890279391223, 'col11': 1.008847993766102}",0.93,0.61,0.93,0.53
117,6,True,2,dsct,-inf,-329.829438516665,laplace,RL,"{'mean1': 1.0005112362547095, 'Intercept': 0.9997524943349666, 'col0': 1.0061358601016859, 'col1': 1.0298825257280575, 'col2': 1.0408836737217992, 'col3': 1.0329948225371774, 'col4': 1.0199392964646483, 'col5': 1.0033231682161154, 'col6': 1.0165121944320157, 'col7': 1.0029577142015458, 'col8': 1.0009280282807698, 'col9': 1.0519242795829644, 'col10': 1.0001303003529725, 'col11': 1.0054600538482814}",0.97,0.47,0.97,0.25
118,6,True,2,lpv,-inf,-607.622079183839,laplace,RL,"{'mean1': 1.0052848963972758, 'Intercept': 0.9995052016114626, 'col0': 1.0363350801440163, 'col1': 1.0128413584128224, 'col2': 1.0558223706572551, 'col3': 0.9995670682756294, 'col4': 0.9998448600511947, 'col5': 1.0096215880005632, 'col6': 1.0330488091940588, 'col7': 1.0033807751403723, 'col8': 1.0224701229233382, 'col9': 1.0055251086847599, 'col10': 1.001185543517911, 'col11': 1.0030318578372144}",0.99,0.72,0.99,0.76
119,6,True,2,ecl,-1528.22803322937,-1543.25840620758,laplace,RL,"{'mean1': 0.9997670241460447, 'Intercept': 1.1342335231710687, 'col0': 1.174524948000593, 'col1': 1.059573635703341, 'col2': 1.2043284605976454, 'col3': 1.0249348616243972, 'col4': 1.0015920525729467, 'col5': 0.9998691202523372, 'col6': 1.0722555248714722, 'col7': 1.0000332652007458, 'col8': 1.036644279501642, 'col9': 1.0463064001489393, 'col10': 1.0134117214162386, 'col11': 1.0292716434311695}",0.96,0.55,0.96,0.45
120,6,True,3,rrlyr,-inf,-622.20220610073,normal,RL,"{'mean1': 1.0074025619117648, 'Intercept': 1.013790142574857, 'col0': 1.0964358360047595, 'col1': 1.1261285920089916, 'col2': 1.1379596512971009, 'col3': 1.070693709719422, 'col4': 1.0108100703773888, 'col5': 1.001256418721671, 'col6': 1.0029471573301485, 'col7': 1.1484602905625765, 'col8': 0.9998444956403709, 'col9': 1.003291663300594, 'col10': 1.0030983599837326, 'col11': 1.0085678578325004, 'col12': 1.0006583977847694, 'col13': 1.1666766784215632, 'col14': 1.0027432903316853, 'col15': 1.000722265292788, 'col16': 0.9996487015861298, 'col17': 1.0026884183201763}",0.99,0.66,0.99,0.65
121,6,True,3,cep,-inf,-1006.82428850116,normal,RL,"{'mean1': 1.0003269336572038, 'Intercept': 1.1243190745011449, 'col0': 1.6904261014002677, 'col1': 1.0282438963838512, 'col2': 2.975206803140717, 'col3': 1.2741938061068718, 'col4': 1.667778215903617, 'col5': 1.0005031941718043, 'col6': 1.0548888579001605, 'col7': 3.68821986125818, 'col8': 3.8651148240889643, 'col9': 1.0085820758501063, 'col10': 1.010022538085966, 'col11': 0.9996706505678601, 'col12': 3.3905858047530577, 'col13': 12.222658249982725, 'col14': 8.879129228684372, 'col15': 1.0745122078425886, 'col16': 1.7447879701011677, 'col17': 1.0179739289714105}",0.93,0.60,0.93,0.53
122,6,True,3,dsct,-inf,-318.289409718837,normal,RL,"{'mean1': 1.0335754983982324, 'Intercept': 1.003506506471255, 'col0': 1.0289146878264954, 'col1': 1.1270286372337979, 'col2': 1.2403135456570733, 'col3': 1.0304300726067552, 'col4': 0.9995510930903767, 'col5': 1.008870912538377, 'col6': 1.0053464506020708, 'col7': 1.0734169890120053, 'col8': 1.0161343719618066, 'col9': 1.1540383392015774, 'col10': 0.99959097300672, 'col11': 1.0101474002623227, 'col12': 1.104285799570928, 'col13': 1.1013172796318387, 'col14': 1.0859188658621943, 'col15': 1.145291069673329, 'col16': 1.0062199160331469, 'col17': 1.0129466679689532}",0.97,0.58,0.97,0.41
123,6,True,3,lpv,-inf,-949.259974408757,normal,RL,"{'mean1': 1.0021730702299116, 'Intercept': 1.3799127433043885, 'col0': 1.0267888144878536, 'col1': 1.0010005084269673, 'col2': 1.0116673807768717, 'col3': 1.3589757987095044, 'col4': 1.184423176525598, 'col5': 1.0332837062720004, 'col6': 1.8552244690227513, 'col7': 1.8109214862958025, 'col8': 1.5711061428242388, 'col9': 1.0336275865370659, 'col10': 1.2129799005962054, 'col11': 1.018719653156361, 'col12': 1.7542023972197722, 'col13': 1.1323892472126207, 'col14': 1.6506421663886597, 'col15': 1.1481555022920482, 'col16': 2.1590893501782777, 'col17': 1.048454135566263}",0.98,0.76,0.98,0.82
124,6,True,3,ecl,-inf,-1585.62989546516,normal,RL,"{'mean1': 0.9998628653500399, 'Intercept': 1.0951120297361094, 'col0': 1.2337458376106312, 'col1': 1.0542923618737907, 'col2': 1.0008023860450004, 'col3': 1.009150691666731, 'col4': 1.0112147520684431, 'col5': 1.0355314564921494, 'col6': 1.1297196888936414, 'col7': 1.1121897126477553, 'col8': 1.1209787782068439, 'col9': 0.9995082385336355, 'col10': 1.0225790621510586, 'col11': 1.0001693188274754, 'col12': 1.6455999652298174, 'col13': 1.6153258973633142, 'col14': 1.057683292060022, 'col15': 1.0077594740011608, 'col16': 1.0204169070284326, 'col17': 1.053497332111907}",0.95,0.54,0.95,0.44
125,6,True,3,rrlyr,-inf,-611.639309426203,student,RL,"{'mean1': 1.003788673382579, 'Intercept': 1.2158795787086263, 'col0': 1.4233157329167339, 'col1': 1.8068157321293292, 'col2': 1.5369365084381077, 'col3': 1.2660294030510408, 'col4': 1.1329360271715685, 'col5': 1.0134663016144403, 'col6': 1.1377281203414829, 'col7': 1.0918599224338974, 'col8': 1.1111124490698874, 'col9': 1.03387947572864, 'col10': 1.0252949962543385, 'col11': 1.0098886600319241, 'col12': 1.0196552420959428, 'col13': 1.5040548592556335, 'col14': 1.1445188136870053, 'col15': 1.0114003758679604, 'col16': 1.000319359777114, 'col17': 1.0123459391041685}",0.98,0.67,0.98,0.67
126,6,True,3,cep,-inf,-611.639309426203,student,RL,"{'mean1': 1.0015031980142501, 'Intercept': 1.017331250027241, 'col0': 1.0304809198402614, 'col1': 1.025695221312747, 'col2': 1.2565356106924634, 'col3': 1.03916535604387, 'col4': 1.0775428829897133, 'col5': 0.9995513402878906, 'col6': 1.0150776841350355, 'col7': 1.4843681332583243, 'col8': 1.5098534362910874, 'col9': 1.0020488809157113, 'col10': 1.0058339968882977, 'col11': 1.000500078342926, 'col12': 1.007432343533459, 'col13': 1.1750023552301827, 'col14': 1.2961385957075673, 'col15': 0.999527978009641, 'col16': 0.9995013754182218, 'col17': 0.9997293796020182}",0.93,0.61,0.93,0.53
127,6,True,3,dsct,-inf,-299.971929890559,student,RL,"{'mean1': 1.0006800975599048, 'Intercept': 1.0318652964233679, 'col0': 1.0215274146801354, 'col1': 1.006738736028512, 'col2': 0.9995989441776073, 'col3': 1.0129040155987206, 'col4': 1.0247258680665274, 'col5': 1.050477233763898, 'col6': 1.0918706525058597, 'col7': 1.2185853231240762, 'col8': 1.1003373831342707, 'col9': 0.999776982977722, 'col10': 1.0006903201512947, 'col11': 1.0008647503101216, 'col12': 1.0918961718309683, 'col13': 1.07276816003807, 'col14': 1.0117280186713473, 'col15': 1.0199457083519965, 'col16': 1.0418662496375386, 'col17': 1.0428090257573235}",0.97,0.50,0.97,0.28
128,6,True,3,lpv,-inf,-299.971929890559,student,RL,"{'mean1': 1.0001371439285627, 'Intercept': 1.011679291511215, 'col0': 1.0626153238309668, 'col1': 1.1576903736359319, 'col2': 1.250910163498404, 'col3': 1.067711061536732, 'col4': 1.0602548429945209, 'col5': 1.0041766457951424, 'col6': 1.1266355451031609, 'col7': 1.148651995449867, 'col8': 1.481969949940958, 'col9': 1.116805573667429, 'col10': 1.0382680812378644, 'col11': 1.0357480802859516, 'col12': 0.9996304323579309, 'col13': 1.1635131404929535, 'col14': 1.4380430754682634, 'col15': 1.189884859567315, 'col16': 1.0552550671740988, 'col17': 1.007183370768905}",0.99,0.70,0.99,0.75
129,6,True,3,ecl,-inf,-299.971929890559,student,RL,"{'mean1': 1.0001355407199335, 'Intercept': 1.034688835251078, 'col0': 0.9996134355432127, 'col1': 1.1328878952416508, 'col2': 1.0050919066752895, 'col3': 1.076386945226115, 'col4': 1.0052969496349544, 'col5': 1.0144826391779547, 'col6': 1.016937539104669, 'col7': 1.0306881198689264, 'col8': 1.048788815653795, 'col9': 1.009845715563015, 'col10': 1.0055376910290288, 'col11': 1.0142363276795394, 'col12': 1.0395056977006403, 'col13': 1.0133165676579068, 'col14': 1.0680524404329756, 'col15': 1.1007726323799343, 'col16': 0.999918603493773, 'col17': 1.0156330079220548}",0.95,0.51,0.95,0.42
130,6,True,3,rrlyr,-inf,-780.654782872279,laplace,RL,"{'mean1': 1.003959306587158, 'Intercept': 0.9997210055430094, 'col0': 1.1748877310943875, 'col1': 1.0966749005020544, 'col2': 1.209799320206106, 'col3': 1.0784508694101442, 'col4': 1.0794013015454795, 'col5': 1.0331009888991363, 'col6': 1.0055695063983363, 'col7': 1.1472620565946636, 'col8': 1.0002654425499056, 'col9': 1.0034970307100222, 'col10': 1.0024434095029267, 'col11': 1.0020023808092844, 'col12': 1.0243829637805486, 'col13': 1.0285578577793055, 'col14': 1.001348914889664, 'col15': 1.0102008335768344, 'col16': 1.0036950750877136, 'col17': 1.023363936299623}",0.98,0.67,0.98,0.69
131,6,True,3,cep,-inf,-780.654782872279,laplace,RL,"{'mean1': 0.9996961001817655, 'Intercept': 1.0705309103618235, 'col0': 1.045835664327889, 'col1': 1.0056046191341574, 'col2': 1.2628077048392938, 'col3': 1.0534329270765626, 'col4': 1.0840141932935528, 'col5': 1.0242402741842198, 'col6': 1.0093372572573553, 'col7': 1.4398948470875725, 'col8': 2.0327458639351583, 'col9': 1.036442178662622, 'col10': 1.0262081172269872, 'col11': 1.0016122923855502, 'col12': 1.2039518198621566, 'col13': 3.2538093105559103, 'col14': 3.092127404263642, 'col15': 1.005017775299612, 'col16': 1.0265950864060784, 'col17': 1.0364066043851092}",0.93,0.61,0.93,0.53
132,6,True,3,dsct,-inf,-376.855427236313,laplace,RL,"{'mean1': 1.0037216106587337, 'Intercept': 1.308469780668, 'col0': 1.052943917365081, 'col1': 1.0020475238118849, 'col2': 1.0186938761905908, 'col3': 2.0959564297160926, 'col4': 1.0109687366206466, 'col5': 1.2173604730932783, 'col6': 1.038766783845376, 'col7': 1.2224078738055364, 'col8': 1.0914407624086166, 'col9': 1.9115713234509124, 'col10': 1.01855072464326, 'col11': 1.000861423886932, 'col12': 1.0542557630382114, 'col13': 1.1484645596723801, 'col14': 1.0333937775368254, 'col15': 1.0146214375273637, 'col16': 1.0614693143142147, 'col17': 1.1738111221560532}",0.97,0.49,0.97,0.26
133,6,True,3,lpv,-inf,-376.855427236313,laplace,RL,"{'mean1': 0.9995061236114214, 'Intercept': 1.7230883885528938, 'col0': 1.1219717748139428, 'col1': 1.6247648615228336, 'col2': 1.0016716731704756, 'col3': 1.030510685097032, 'col4': 1.0004095772307635, 'col5': 1.0051090534191593, 'col6': 3.7684587486589076, 'col7': 1.0416318031377638, 'col8': 1.00384353878392, 'col9': 1.2156404240801346, 'col10': 1.0073197474029656, 'col11': 1.0074062308592855, 'col12': 5.80820636404025, 'col13': 2.014028573737832, 'col14': 1.0047183286446444, 'col15': 0.9998221881222281, 'col16': 1.0149147395475857, 'col17': 1.0014440658035588}",0.99,0.72,0.99,0.77
134,6,True,3,ecl,-inf,-376.855427236313,laplace,RL,"{'mean1': 0.9996800716477087, 'Intercept': 1.0250055764049155, 'col0': 1.0306334094379803, 'col1': 1.087074790043511, 'col2': 1.0907932740420188, 'col3': 1.0297624345627425, 'col4': 1.0010940817781084, 'col5': 1.0293727664887284, 'col6': 1.1696302472141997, 'col7': 1.1306165535701418, 'col8': 1.2247816866429448, 'col9': 1.0306902205411579, 'col10': 0.9998776135875713, 'col11': 1.0165369917300777, 'col12': 1.2421476441616917, 'col13': 1.2201291034475692, 'col14': 1.1625486912239646, 'col15': 1.0100075059563698, 'col16': 1.0068104595347602, 'col17': 1.0110787456982007}",0.95,0.51,0.95,0.43
135,8,True,1,rrlyr,-1104.40686711681,-1119.55888452024,normal,RL,"{'mean1': 1.000672060853189, 'Intercept': 1.0006665364216671, 'col0': 1.0135549487334727, 'col1': 1.0014213845028188, 'col2': 1.0037502590358947, 'col3': 1.0040244920860917, 'col4': 1.009526933749004, 'col5': 0.9995208900591553, 'col6': 1.0036471849313413, 'col7': 1.0015454806658042}",0.97,0.63,0.97,0.64
